x coord,y coord, mean intensity
1695.824483056254,975.7275115397606,42.62441681819129
1379.1611136393187,1244.9415063060721,34.733720971831104
1381.856634807735,1802.2476105801288,19.56766764387817
1460.041821147857,579.6311730683672,14.08273870423522
218.81339901477833,1603.7353694581282,15.01850710142508
245.95101610429447,180.32381134969324,11.79378367333119
355.9486582390774,332.1565757374141,12.363149179198585
1438.9297245963912,585.3806810473477,10.335670609908277
1428.5195295640915,596.347324126025,11.674507169343759
716.5616873299062,727.847898397339,10.328476139045813
1439.7268623024831,1494.8487584650113,9.560998818779261
832.9868421052631,294.07602339181284,7.768715542254754
732.667956814015,334.9674068038297,9.447462381748098
1079.851541068259,495.25528481523315,10.162840810193444
1776.4300071787509,1180.1618090452262,11.152354011597732
1608.649015932521,120.9639175257732,7.543650751901672
1736.3382513661202,347.3271402550091,8.919933710028587
71.318511032508,458.4692605693111,9.41339154069921
398.7499704316972,1428.7845062093436,12.875725755292017
535.4900085397096,196.79197267292912,9.279167051867889
469.12455830388694,264.81205830388694,8.545891297256016
533.1093831000518,372.701399688958,11.655259346000637
1245.4572490706319,468.775092936803,9.78816730435694
769.5644157088122,576.2842432950191,7.512152316908413
1375.4420572916667,72.42864583333333,10.400433360418548
1400.687747035573,193.22550447264405,8.286822585975193
863.7709764730376,208.61190922340205,8.731442906993966
632.5659022931206,448.365702891326,8.288463677726186
1241.0404820766378,507.1659456118665,9.755842894811051
1350.8417625352724,511.73930974603866,8.418843333672571
533.8188547790115,582.9423035053342,9.056371080231703
745.1719080338266,645.1255285412262,11.138472685718263
366.21741723829405,666.6349537727408,10.571975532825768
123.5805560071533,691.0344659404975,9.803538901845599
1689.1895749799519,732.1743384121893,8.998556882857716
1422.3975278121138,847.0768850432632,7.4953689405896196
1680.743706055795,1054.3302336130641,7.616636914986617
1551.6804930541969,8.872040696536882,9.387262095796219
687.8595561444187,47.49403776084796,8.529184483396243
1479.3450197353145,79.02321801718134,8.472504549029958
1340.4275152218033,101.13670629167875,10.905550627215419
1184.8133669609078,111.97679697351829,7.1297498787358125
568.9100665054414,240.11200120918986,9.330199975292457
1031.932459108855,299.17287084038355,10.96373065295333
1312.437274625166,360.42076295312205,8.934950102453474
